unique_carrier,avg_occupancy,avg_passengers,avg_seats
S5,0.78653747081478,51.968838752641,66.0458673396853
SA,0.757392630228875,207.826675168223,274.99941476175
SE,0.825644365165259,307.571403343026,372.891217443875
SEB,0.578821005111272,18.0111087588391,31.7843706870955
SK,0.750901634820938,187.894304043344,248.612701356705
SN,0.768764755518891,212.662803204243,276.122650798788
SNK,0.237141980893699,1.01471914740482,4.43527854826798
SQ,0.773287057107365,219.820325972329,285.142331864706
SU,0.805002104006206,247.210743854747,307.0687162117
SV,0.627690214307986,190.75708110575,304.196448936467
SVW,0.335372183393662,4.61948529411765,13.5735294117647
SY,0.779871638201672,121.082827256243,156.049393299461
TA,0.784752968689334,108.86139278408,139.254494706621
TB,0.813813921401547,227.615832860922,279.040443121693
TBQ,0.2,2.4,12
TEQ,0.194444444444444,2.5,12.6666666666667
TG,0.662444273993766,202.072232302012,307.272727272727
TIQ,0.261476082958876,4.19230769230769,15.4935897435897
TK,0.834459709642755,269.753077405746,323.01045894303
TN,0.831252343394691,245.268873192068,295.034408569378
TP,0.844249656473503,227.351421753294,269.307322361416
TQQ,0.794694611436717,179.479804277348,222.626647200593
TR,0.756134940216455,248.4487741856,328.779586834734
TS,0.798957275403862,165.971452835209,210.358257535224
UA,0.812488167380665,135.678329214788,167.599550552763
UN,0.728496234315994,216.968737277235,299.024390243902
UO,0.82493219155305,131.75973930399,154.907917236662
UP,0.672253395222782,54.0706459660718,82.2857365792759
US,0.813290364855486,128.281205903885,158.243690909528
UX,0.751993338293992,222.982286949742,296.726089030963
V8,0.284560068492912,2.27896607013797,7.2677844701286
VA,0.798432499763615,274.597788161673,343.902669277543
VB,0.678180524155404,118.831209848462,174.753731343284
VH,0.71032419949061,126.959189796602,179.15784094888
VI,0.49462710587771,4.42774259589636,8.900294637272
VJT,0.304386217590444,4.25732481307599,13.9825247782994
VR,0.78359460213027,163.452324263039,208.910493827161
VS,0.752504847138683,240.214912162413,318.166452854394
VSA,0.27531328320802,3.78947368421053,13.5789473684211
VW,0.468127999527211,22.7349465292256,48.5144797731005
VX,0.795224333673807,112.681727567053,141.968598656092
W3,0.636164496438107,141.736878821661,223.159420289855
WG,0.744384497171254,137.557646275542,185.015047975938
WGT,0.242424242424242,2.75,11.5
WL,0.141448318565344,21.9244893776283,155
WN,0.80801947579153,124.315795317728,153.936661737037
WP,0.601596486431094,36.4502909245333,61.9373951975012
WRD,0.132584635416667,0.492578125,3.8671875
WS,0.84094313899183,121.184104237565,143.869307137074
WST,0.503615656254684,3.16803220950152,6.90126443889582
WW,0.79785310260737,203.489361045631,254.496764976337
X4,0.358927539654711,2.4175018959195,6.57800380271978
X9,0.350799572855538,87.5102959921339,260.429129223222
XL,0.865374810456687,178.360934773927,205.810101251793
XP,0.615759853372639,101.198774619206,164.863566879743
Y4,0.738659891969684,126.592573605132,171.925106891774
YR,0.821589692730779,8.40951703027138,10.5052767568272
YV,0.799786325258481,59.7630236959839,74.902746066347
YX,0.773592326784471,57.7460862938039,74.7979466144677
Z3,0.234323364941171,1.59196536405747,6.4014301476019
Z3Q,0.443180586691841,3.90632119562855,8.12932432573644
ZE,0.729553132866663,137.885542111799,189
ZK,0.236938865816949,4.96074978662147,20.8465939398275
ZW,0.779061277918247,38.9503019301071,49.9963015703259
ZX,0.678958983146971,28.6251225529806,41.2589676290464
