,weather
39586,Sunny
39587,Sunny
39588,Sunny
39589,Sunny
39590,Sunny
39591,Sunny
39592,Sunny
39593,Sunny
39594,Sunny
39595,Sunny
39596,Sunny
39597,Sunny
39598,Sunny
39599,Sunny
39600,Sunny
39601,Sunny
39602,Sunny
39603,Sunny
39604,Sunny
39605,Sunny
39606,Sunny
39607,Sunny
39608,Sunny
39609,Sunny
39610,Sunny
39611,Sunny
39612,Sunny
39613,Sunny
39614,Sunny
39615,Sunny
39616,Sunny
39617,Sunny
39618,Sunny
39619,Sunny
39620,Sunny
39621,Sunny
39622,Sunny
39623,Sunny
39624,Sunny
39625,Sunny
39626,Sunny
39627,Sunny
39628,Sunny
39629,Sunny
39630,Sunny
39631,Sunny
39632,Sunny
39633,Sunny
39634,Sunny
39635,Sunny
39636,Sunny
39637,Sunny
39638,Sunny
39639,Sunny
39640,Sunny
39641,Sunny
39642,Sunny
39643,Sunny
39644,Sunny
39645,Sunny
39646,Sunny
39647,Sunny
39648,Sunny
39649,Sunny
39650,Sunny
39651,Sunny
39652,Sunny
39653,Sunny
39654,Sunny
39655,Sunny
39656,Sunny
39657,Sunny
39658,Sunny
39659,Sunny
39660,Sunny
39661,Sunny
39662,Sunny
39663,Sunny
39664,Sunny
39665,Sunny
39666,Sunny
39667,Sunny
39668,Sunny
39669,Sunny
39670,Sunny
39671,Sunny
39672,Sunny
39673,Sunny
39674,Sunny
39675,Sunny
39676,Sunny
39677,Sunny
39678,Sunny
39679,Sunny
39680,Sunny
39681,Sunny
39682,Sunny
39683,Sunny
39684,Sunny
39685,Sunny
39686,Partly cloudy
39687,Partly cloudy
39688,Partly cloudy
39689,Partly cloudy
39690,Partly cloudy
39691,Partly cloudy
39692,Partly cloudy
39693,Partly cloudy
39694,Partly cloudy
39695,Partly cloudy
39696,Partly cloudy
39697,Partly cloudy
39698,Partly cloudy
39699,Partly cloudy
39700,Partly cloudy
39701,Partly cloudy
39702,Partly cloudy
39703,Partly cloudy
39704,Partly cloudy
39705,Partly cloudy
39706,Partly cloudy
39707,Partly cloudy
39708,Partly cloudy
39709,Partly cloudy
39710,Partly cloudy
39711,Partly cloudy
39712,Partly cloudy
39713,Partly cloudy
39714,Partly cloudy
39715,Partly cloudy
39716,Partly cloudy
39717,Partly cloudy
39718,Partly cloudy
39719,Partly cloudy
39720,Partly cloudy
39721,Partly cloudy
39722,Partly cloudy
39723,Partly cloudy
39724,Partly cloudy
39725,Partly cloudy
39726,Partly cloudy
39727,Partly cloudy
39728,Partly cloudy
39729,Partly cloudy
39730,Partly cloudy
39731,Partly cloudy
39732,Sunny
39733,Sunny
39734,Sunny
39735,Sunny
39736,Sunny
39737,Sunny
39738,Sunny
39739,Sunny
39740,Sunny
39741,Sunny
39742,Sunny
39743,Sunny
39744,Sunny
39745,Sunny
39746,Sunny
39747,Sunny
39748,Sunny
39749,Sunny
39750,Sunny
39751,Sunny
39752,Overcast
39753,Overcast
39754,Overcast
39755,Overcast
39756,Overcast
39757,Overcast
39758,Overcast
39759,Overcast
39760,Overcast
39761,Overcast
39762,Overcast
39763,Overcast
39764,Light snow
39765,Light snow
39766,Light snow
39767,Light snow
39768,Light snow
39769,Light snow
39770,Moderate snow
39771,Moderate snow
39772,Moderate snow
39773,Moderate snow
39774,Moderate snow
39775,Moderate snow
39776,Moderate snow
39777,Moderate snow
39778,Moderate snow
39779,Moderate snow
39780,Moderate snow
39781,Partly cloudy
39782,Partly cloudy
39783,Partly cloudy
39784,Partly cloudy
39785,Partly cloudy
39786,Partly cloudy
39787,Partly cloudy
39788,Partly cloudy
39789,Partly cloudy
39790,Partly cloudy
39791,Partly cloudy
39792,Partly cloudy
39793,Partly cloudy
39794,Partly cloudy
39795,Partly cloudy
39796,Partly cloudy
39797,Partly cloudy
39798,Partly cloudy
39799,Partly cloudy
39800,Partly cloudy
39801,Partly cloudy
39802,Partly cloudy
39803,Partly cloudy
39804,Partly cloudy
39805,Partly cloudy
39806,Partly cloudy
39807,Partly cloudy
39808,Partly cloudy
39809,Partly cloudy
39810,Partly cloudy
39811,Partly cloudy
39812,Partly cloudy
39813,Partly cloudy
39814,Partly cloudy
39815,Partly cloudy
39816,Partly cloudy
39817,Partly cloudy
39818,Partly cloudy
39819,Partly cloudy
39820,Partly cloudy
39821,Partly cloudy
39822,Partly cloudy
39823,Partly cloudy
39824,Partly cloudy
39825,Partly cloudy
39826,Partly cloudy
39827,Partly cloudy
39828,Partly cloudy
39829,Partly cloudy
39830,Partly cloudy
39831,Partly cloudy
39832,Partly cloudy
39833,Partly cloudy
39834,Partly cloudy
39835,Partly cloudy
39836,Partly cloudy
39837,Partly cloudy
39838,Partly cloudy
39839,Partly cloudy
39840,Partly cloudy
39841,Partly cloudy
39842,Partly cloudy
39843,Partly cloudy
39844,Partly cloudy
39845,Partly cloudy
39846,Partly cloudy
39847,Partly cloudy
39848,Partly cloudy
39849,Partly cloudy
39850,Partly cloudy
39851,Partly cloudy
39852,Partly cloudy
39853,Partly cloudy
39854,Partly cloudy
39855,Partly cloudy
39856,Partly cloudy
39857,Partly cloudy
39858,Partly cloudy
39859,Partly cloudy
39860,Partly cloudy
39861,Partly cloudy
39862,Partly cloudy
39863,Partly cloudy
39864,Partly cloudy
39865,Partly cloudy
39866,Partly cloudy
39867,Partly cloudy
39868,Partly cloudy
39869,Partly cloudy
39870,Partly cloudy
39871,Partly cloudy
39872,Partly cloudy
39873,Partly cloudy
39874,Partly cloudy
39875,Partly cloudy
39876,Partly cloudy
39877,Partly cloudy
39878,Partly cloudy
39879,Partly cloudy
39880,Partly cloudy
39881,Partly cloudy
39882,Partly cloudy
39883,Partly cloudy
39884,Partly cloudy
39885,Partly cloudy
39886,Partly cloudy
39887,Partly cloudy
39888,Partly cloudy
39889,Partly cloudy
39890,Partly cloudy
39891,Partly cloudy
39892,Partly cloudy
39893,Partly cloudy
39894,Partly cloudy
39895,Partly cloudy
39896,Partly cloudy
39897,Partly cloudy
39898,Partly cloudy
39899,Partly cloudy
39900,Partly cloudy
39901,Partly cloudy
39902,Partly cloudy
39903,Partly cloudy
39904,Partly cloudy
39905,Partly cloudy
39906,Partly cloudy
39907,Partly cloudy
39908,Partly cloudy
39909,Partly cloudy
39910,Partly cloudy
39911,Partly cloudy
39912,Partly cloudy
39913,Partly cloudy
39914,Partly cloudy
39915,Partly cloudy
39916,Partly cloudy
39917,Partly cloudy
39918,Partly cloudy
39919,Partly cloudy
39920,Partly cloudy
39921,Partly cloudy
39922,Partly cloudy
39923,Partly cloudy
39924,Partly cloudy
39925,Partly cloudy
39926,Partly cloudy
39927,Partly cloudy
39928,Partly cloudy
39929,Partly cloudy
39930,Partly cloudy
39931,Partly cloudy
39932,Partly cloudy
39933,Partly cloudy
39934,Partly cloudy
39935,Partly cloudy
39936,Partly cloudy
39937,Partly cloudy
39938,Partly cloudy
39939,Partly cloudy
39940,Partly cloudy
39941,Partly cloudy
39942,Partly cloudy
39943,Partly cloudy
39944,Partly cloudy
39945,Partly cloudy
39946,Partly cloudy
39947,Partly cloudy
39948,Partly cloudy
39949,Partly cloudy
39950,Partly cloudy
39951,Partly cloudy
39952,Partly cloudy
39953,Partly cloudy
39954,Partly cloudy
39955,Partly cloudy
39956,Partly cloudy
39957,Partly cloudy
39958,Partly cloudy
39959,Partly cloudy
39960,Partly cloudy
39961,Partly cloudy
39962,Partly cloudy
39963,Partly cloudy
39964,Partly cloudy
39965,Partly cloudy
39966,Partly cloudy
39967,Partly cloudy
39968,Partly cloudy
39969,Partly cloudy
39970,Partly cloudy
39971,Partly cloudy
39972,Partly cloudy
39973,Partly cloudy
39974,Partly cloudy
39975,Partly cloudy
39976,Partly cloudy
39977,Partly cloudy
39978,Partly cloudy
39979,Partly cloudy
39980,Partly cloudy
39981,Partly cloudy
39982,Partly cloudy
39983,Patchy rain possible
39984,Patchy rain possible
39985,Patchy rain possible
39986,Patchy rain possible
39987,Patchy rain possible
39988,Patchy rain possible
39989,Patchy rain possible
39990,Patchy rain possible
39991,Patchy rain possible
39992,Patchy rain possible
39993,Patchy rain possible
39994,Patchy rain possible
39995,Patchy rain possible
39996,Patchy rain possible
39997,Patchy rain possible
39998,Patchy rain possible
39999,Patchy rain possible
40000,Patchy rain possible
40001,Light rain shower
40002,Light rain shower
40003,Light rain shower
40004,Light rain shower
40005,Light rain shower
40006,Light rain shower
40007,Light rain shower
40008,Light rain shower
40009,Light rain shower
40010,Light rain shower
40011,Light rain shower
40012,Light rain shower
40013,Light rain shower
40014,Light rain shower
40015,Light rain shower
40016,Light rain shower
40017,Light rain shower
40018,Light rain shower
40019,Light rain shower
40020,Light rain shower
40021,Light rain shower
40022,Light rain shower
40023,Light rain shower
40024,Light rain shower
40025,Light rain shower
40026,Light rain shower
40027,Light rain shower
40028,Light rain shower
40029,Light rain shower
40030,Light rain shower
40031,Light rain shower
40032,Light rain shower
40033,Light rain shower
40034,Light rain shower
40035,Light rain shower
40036,Light rain shower
40037,Light rain shower
40038,Light rain shower
40039,Light rain shower
40040,Light rain shower
40041,Light rain shower
40042,Light rain shower
40043,Light rain shower
40044,Light rain shower
40045,Light rain shower
40046,Light rain shower
40047,Partly cloudy
40048,Partly cloudy
40049,Partly cloudy
40050,Partly cloudy
40051,Partly cloudy
40052,Partly cloudy
40053,Partly cloudy
40054,Partly cloudy
40055,Partly cloudy
40056,Partly cloudy
40057,Partly cloudy
40058,Partly cloudy
40059,Partly cloudy
40060,Partly cloudy
40061,Partly cloudy
40062,Partly cloudy
40063,Partly cloudy
40064,Partly cloudy
40065,Partly cloudy
40066,Partly cloudy
40067,Partly cloudy
40068,Partly cloudy
40069,Partly cloudy
40070,Partly cloudy
40071,Cloudy
40072,Cloudy
40073,Cloudy
40074,Cloudy
40075,Cloudy
40076,Cloudy
40077,Cloudy
40078,Cloudy
40079,Cloudy
40080,Cloudy
40081,Cloudy
40082,Cloudy
40083,Cloudy
40084,Cloudy
40085,Cloudy
40086,Cloudy
40087,Cloudy
40088,Heavy rain
40089,Heavy rain
40090,Heavy rain
40091,Heavy rain
40092,Heavy rain
40093,Heavy rain
40094,Heavy rain
40095,Heavy rain
40096,Patchy light snow
40097,Patchy light snow
40098,Patchy light snow
40099,Patchy light snow
40100,Patchy light snow
40101,Partly cloudy
40102,Partly cloudy
40103,Partly cloudy
40104,Patchy light snow
40105,Patchy light snow
40106,Patchy light snow
40107,Light snow
40108,Light snow
40109,Light snow
40110,Light snow
40111,Light snow
40112,Light snow
40113,Light snow
40114,Light rain shower
40115,Light rain shower
40116,Light rain shower
40117,Light rain shower
40118,Light rain shower
40119,Light rain shower
40120,Light rain shower
40121,Light rain shower
40122,Light rain shower
40123,Light rain shower
40124,Light rain shower
40125,Light rain shower
40126,Light rain shower
40127,Light rain shower
40128,Light rain shower
40129,Sunny
40130,Sunny
40131,Sunny
40132,Sunny
40133,Sunny
40134,Sunny
40135,Sunny
40136,Sunny
40137,Sunny
40138,Sunny
40139,Sunny
40140,Sunny
40141,Sunny
40142,Sunny
40143,Sunny
40144,Sunny
40145,Sunny
40146,Sunny
40147,Sunny
40148,Sunny
40149,Sunny
40150,Sunny
40151,Sunny
40152,Sunny
40153,Sunny
40154,Sunny
40155,Partly cloudy
40156,Partly cloudy
40157,Partly cloudy
40158,Partly cloudy
40159,Partly cloudy
40160,Partly cloudy
40161,Partly cloudy
40162,Light rain
40163,Light rain
40164,Light rain
40165,Light rain
40166,Light rain
40167,Light rain
40168,Light rain
40169,Light rain
40170,Light rain
40171,Light rain
40172,Patchy rain possible
40173,Patchy rain possible
40174,Patchy rain possible
40175,Patchy rain possible
40176,Patchy rain possible
40177,Patchy rain possible
40178,Patchy rain possible
40179,Patchy rain possible
40180,Patchy rain possible
40181,Partly cloudy
40182,Partly cloudy
40183,Partly cloudy
40184,Partly cloudy
40185,Partly cloudy
40186,Fog
40187,Fog
40188,Fog
40189,Fog
40190,Fog
40191,Fog
40192,Fog
40193,Fog
40194,Fog
40195,Fog
40196,Fog
40197,Fog
40198,Fog
40199,Fog
40200,Fog
40201,Fog
40202,Light rain
40203,Light rain
40204,Light rain
40205,Light rain
40206,Light rain
40207,Light snow
40208,Light snow
40209,Patchy light snow
40210,Patchy light snow
40211,Patchy light snow
40212,Overcast
40213,Overcast
40214,Partly cloudy
40215,Partly cloudy
40216,Partly cloudy
40217,Partly cloudy
40218,Partly cloudy
40219,Partly cloudy
40220,Partly cloudy
40221,Partly cloudy
40222,Partly cloudy
40223,Partly cloudy
40224,Partly cloudy
40225,Partly cloudy
40226,Partly cloudy
40227,Partly cloudy
40228,Partly cloudy
40229,Partly cloudy
40230,Partly cloudy
40231,Partly cloudy
40232,Partly cloudy
40233,Partly cloudy
40234,Partly cloudy
40235,Partly cloudy
40236,Partly cloudy
40237,Partly cloudy
40238,Partly cloudy
40239,Partly cloudy
40240,Partly cloudy
40241,Partly cloudy
40242,Partly cloudy
40243,Partly cloudy
40244,Partly cloudy
40245,Partly cloudy
40246,Partly cloudy
40247,Partly cloudy
40248,Light drizzle
40249,Light drizzle
40250,Light drizzle
40251,Light drizzle
40252,Light drizzle
40253,Light drizzle
40254,Sunny
40255,Sunny
40256,Sunny
40257,Sunny
40258,Sunny
40259,Sunny
40260,Sunny
40261,Sunny
40262,Sunny
40263,Sunny
40264,Sunny
40265,Sunny
40266,Sunny
40267,Sunny
40268,Sunny
40269,Sunny
40270,Sunny
40271,Sunny
40272,Sunny
40273,Sunny
40274,Sunny
40275,Sunny
40276,Sunny
40277,Sunny
40278,Sunny
40279,Sunny
40280,Sunny
40281,Sunny
40282,Sunny
40283,Sunny
40284,Sunny
40285,Sunny
40286,Sunny
40287,Sunny
40288,Sunny
40289,Sunny
40290,Sunny
40291,Sunny
40292,Sunny
40293,Sunny
40294,Sunny
40295,Sunny
40296,Sunny
40297,Sunny
40298,Sunny
40299,Sunny
40300,Sunny
40301,Sunny
40302,Sunny
40303,Sunny
40304,Sunny
40305,Sunny
40306,Sunny
40307,Sunny
40308,Sunny
40309,Sunny
40310,Sunny
40311,Sunny
40312,Sunny
40313,Sunny
40314,Sunny
40315,Sunny
40316,Sunny
40317,Sunny
40318,Sunny
40319,Sunny
40320,Sunny
40321,Sunny
40322,Sunny
40323,Moderate or heavy rain shower
40324,Moderate or heavy rain shower
40325,Moderate or heavy rain shower
40326,Light rain shower
40327,Light rain shower
40328,Overcast
40329,Overcast
40330,Overcast
40331,Overcast
40332,Overcast
40333,Overcast
40334,Overcast
40335,Overcast
40336,Overcast
40337,Light drizzle
40338,Light drizzle
40339,Light drizzle
40340,Light drizzle
40341,Light drizzle
40342,Light drizzle
40343,Light drizzle
40344,Light drizzle
40345,Light drizzle
40346,Light drizzle
40347,Light drizzle
40348,Light drizzle
40349,Light drizzle
40350,Light drizzle
40351,Light drizzle
40352,Light drizzle
40353,Light drizzle
40354,Light drizzle
40355,Light drizzle
40356,Light drizzle
40357,Light drizzle
40358,Light drizzle
40359,Light rain shower
40360,Light rain shower
40361,Light rain shower
40362,Light rain shower
40363,Heavy snow
40364,Heavy snow
40365,Heavy snow
40366,Heavy snow
40367,Heavy snow
40368,Heavy snow
40369,Light rain
40370,Cloudy
40371,Cloudy
40372,Cloudy
40373,Cloudy
40374,Cloudy
40375,Cloudy
40376,Partly cloudy
40377,Partly cloudy
40378,Partly cloudy
40379,Partly cloudy
40380,Partly cloudy
40381,Partly cloudy
40382,Partly cloudy
40383,Partly cloudy
40384,Partly cloudy
40385,Light drizzle
40386,Light drizzle
40387,Ice pellets
40388,Ice pellets
40389,Ice pellets
40390,Ice pellets
40391,Ice pellets
40392,Ice pellets
40393,Cloudy
40394,Cloudy
40395,Cloudy
40396,Moderate snow
40397,Moderate snow
40398,Moderate snow
40399,Partly cloudy
40400,Partly cloudy
40401,Partly cloudy
40402,Partly cloudy
40403,Heavy snow
40404,Heavy snow
40405,Heavy snow
40406,Heavy snow
40407,Overcast
40408,Overcast
40409,Overcast
40410,Heavy rain
40411,Heavy rain
40412,Heavy rain
40413,Heavy rain
40414,Overcast
40415,Overcast
40416,Overcast
40417,Overcast
40418,Overcast
40419,Overcast
40420,Overcast
40421,Overcast
40422,Overcast
40423,Overcast
40424,Overcast
40425,Overcast
40426,Heavy rain
40427,Heavy rain
40428,Heavy rain
40429,Heavy rain
40430,Heavy rain
40431,Heavy rain
40432,Partly cloudy
40433,Partly cloudy
40434,Sunny
40435,Sunny
40436,Sunny
40437,Sunny
40438,Sunny
40439,Sunny
40440,Sunny
40441,Sunny
40442,Sunny
40443,Sunny
40444,Sunny
40445,Sunny
40446,Sunny
40447,Sunny
40448,Sunny
40449,Sunny
40450,Sunny
40451,Sunny
40452,Fog
40453,Fog
40454,Fog
40455,Partly cloudy
40456,Partly cloudy
40457,Partly cloudy
40458,Partly cloudy
40459,Partly cloudy
40460,Partly cloudy
40461,Partly cloudy
40462,Partly cloudy
40463,Partly cloudy
40464,Partly cloudy
40465,Heavy snow
40466,Heavy snow
40467,Sunny
40468,Sunny
40469,Sunny
40470,Sunny
40471,Freezing fog
40472,Freezing fog
40473,Freezing fog
40474,Freezing fog
40475,Partly cloudy
40476,Partly cloudy
40477,Heavy snow
40478,Heavy snow
40479,Heavy snow
40480,Partly cloudy
40481,Partly cloudy
40482,Partly cloudy
40483,Overcast
40484,Overcast
40485,Overcast
40486,Overcast
40487,Overcast
40488,Overcast
40489,Overcast
40490,Patchy rain possible
40491,Patchy rain possible
40492,Patchy rain possible
40493,Patchy rain possible
40494,Patchy rain possible
40495,Patchy rain possible
40496,Patchy rain possible
40497,Patchy rain possible
40498,Patchy rain possible
40499,Patchy rain possible
40500,Patchy rain possible
40501,Patchy rain possible
40502,Heavy rain
40503,Heavy rain
40504,Heavy snow
40505,Heavy snow
40506,Heavy snow
40507,Patchy moderate snow
40508,Heavy snow
40509,Heavy snow
40510,Heavy snow
40511,Heavy snow
40512,Heavy snow
40513,Heavy snow
40514,Heavy snow
40515,Heavy snow
40516,Heavy snow
40517,Heavy snow
40518,Heavy snow
40519,Heavy snow
40520,Heavy snow
40521,Heavy snow
40522,Light sleet
40523,Light sleet
40524,Light sleet
40525,Light sleet
40526,Light sleet
40527,Light sleet
40528,Light sleet
40529,Light sleet
40530,Light sleet
40531,Light sleet
40532,Light sleet
40533,Moderate rain
40534,Moderate rain
40535,Moderate rain
40536,Moderate rain
40537,Moderate rain
40538,Moderate rain
40539,Moderate rain
40540,Moderate rain
40541,Moderate rain
40542,Moderate rain
40543,Light snow
40544,Light snow
40545,Light snow
40546,Overcast
40547,Overcast
40548,Overcast
40549,Overcast
40550,Sunny
40551,Sunny
40552,Sunny
40553,Sunny
40554,Sunny
40555,Sunny
40556,Sunny
40557,Sunny
40558,Sunny
40559,Sunny
40560,Sunny
40561,Sunny
40562,Sunny
40563,Sunny
40564,Sunny
40565,Sunny
40566,Sunny
40567,Sunny
40568,Partly cloudy
40569,Partly cloudy
40570,Mist
40571,Mist
40572,Sunny
40573,Cloudy
40574,Cloudy
40575,Cloudy
40576,Cloudy
40577,Cloudy
40578,Cloudy
40579,Patchy rain possible
40580,Patchy rain possible
40581,Patchy rain possible
40582,Patchy rain possible
40583,Patchy rain possible
40584,Patchy rain possible
40585,Patchy rain possible
40586,Patchy rain possible
40587,Patchy rain possible
40588,Patchy rain possible
40589,Patchy rain possible
40590,Patchy rain possible
40591,Patchy rain possible
40592,Patchy rain possible
40593,Patchy rain possible
40594,Patchy rain possible
40595,Patchy rain possible
40596,Patchy rain possible
40597,Patchy rain possible
40598,Partly cloudy
40599,Partly cloudy
40600,Light rain shower
40601,Partly cloudy
40602,Partly cloudy
40603,Moderate rain
40604,Moderate rain
40605,Moderate rain
40606,Moderate rain
40607,Moderate rain
40608,Moderate rain
40609,Moderate rain
40610,Light rain shower
40611,Light rain shower
40612,Light rain shower
40613,Partly cloudy
40614,Partly cloudy
40615,Partly cloudy
40616,Partly cloudy
40617,Partly cloudy
40618,Partly cloudy
40619,Partly cloudy
40620,Partly cloudy
40621,Partly cloudy
40622,Partly cloudy
40623,Overcast
40624,Overcast
40625,Overcast
40626,Overcast
40627,Overcast
40628,Overcast
40629,Overcast
40630,Overcast
40631,Partly cloudy
40632,Partly cloudy
40633,Partly cloudy
40634,Partly cloudy
40635,Partly cloudy
40636,Partly cloudy
40637,Partly cloudy
40638,Light drizzle
40639,Light drizzle
40640,Light drizzle
40641,Light drizzle
40642,Light drizzle
40643,Cloudy
40644,Cloudy
40645,Cloudy
40646,Cloudy
40647,Cloudy
40648,Cloudy
40649,Overcast
40650,Overcast
40651,Overcast
40652,Overcast
40653,Overcast
40654,Overcast
40655,Light rain
40656,Heavy rain
40657,Heavy rain
40658,Heavy rain
40659,Heavy rain
40660,Light snow
40661,Light snow
40662,Light snow
40663,Overcast
40664,Overcast
40665,Partly cloudy
40666,Partly cloudy
40667,Partly cloudy
40668,Partly cloudy
40669,Partly cloudy
40670,Partly cloudy
40671,Partly cloudy
40672,Partly cloudy
40673,Partly cloudy
40674,Partly cloudy
40675,Partly cloudy
40676,Partly cloudy
40677,Partly cloudy
40678,Partly cloudy
40679,Partly cloudy
40680,Partly cloudy
40681,Partly cloudy
40682,Partly cloudy
40683,Partly cloudy
40684,Partly cloudy
40685,Partly cloudy
40686,Light rain shower
40687,Light rain shower
40688,Light rain shower
40689,Light rain shower
40690,Light rain shower
40691,Light rain shower
40692,Light rain shower
40693,Light rain shower
40694,Light rain shower
40695,Light rain shower
40696,Light rain shower
40697,Light rain shower
40698,Light rain shower
40699,Light rain shower
40700,Partly cloudy
40701,Partly cloudy
40702,Patchy light snow
40703,Patchy light snow
40704,Patchy light snow
40705,Patchy light snow
40706,Partly cloudy
40707,Partly cloudy
40708,Heavy snow
40709,Heavy snow
40710,Overcast
40711,Overcast
40712,Sunny
40713,Sunny
40714,Sunny
40715,Partly cloudy
40716,Partly cloudy
40717,Cloudy
40718,Cloudy
40719,Overcast
40720,Overcast
40721,Overcast
40722,Partly cloudy
40723,Partly cloudy
40724,Partly cloudy
40725,Partly cloudy
40726,Sunny
40727,Sunny
40728,Overcast
40729,Overcast
40730,Mist
40731,Mist
40732,Mist
40733,Torrential rain shower
40734,Torrential rain shower
40735,Heavy snow
40736,Heavy snow
40737,Sunny
40738,Sunny
40739,Sunny
40740,Sunny
40741,Sunny
40742,Moderate or heavy sleet showers
40743,Moderate or heavy sleet showers
40744,Moderate or heavy sleet showers
40745,Cloudy
40746,Cloudy
40747,Cloudy
40748,Cloudy
40749,Cloudy
40750,Cloudy
40751,Cloudy
40752,Cloudy
40753,Cloudy
40754,Cloudy
40755,Cloudy
40756,Cloudy
40757,Cloudy
40758,Cloudy
40759,Cloudy
40760,Cloudy
40761,Cloudy
40762,Cloudy
40763,Cloudy
40764,Cloudy
40765,Cloudy
40766,Cloudy
40767,Cloudy
40768,Cloudy
40769,Cloudy
40770,Cloudy
40771,Cloudy
40772,Cloudy
40773,Cloudy
40774,Cloudy
40775,Cloudy
40776,Cloudy
40777,Cloudy
40778,Cloudy
40779,Cloudy
40780,Cloudy
40781,Cloudy
40782,Cloudy
40783,Cloudy
40784,Cloudy
40785,Cloudy
40786,Cloudy
40787,Cloudy
40788,Cloudy
40789,Cloudy
40790,Cloudy
40791,Cloudy
40792,Cloudy
40793,Cloudy
40794,Cloudy
40795,Cloudy
40796,Cloudy
40797,Cloudy
40798,Cloudy
40799,Cloudy
40800,Cloudy
40801,Cloudy
40802,Cloudy
40803,Cloudy
40804,Cloudy
40805,Cloudy
40806,Cloudy
40807,Cloudy
40808,Cloudy
40809,Cloudy
40810,Cloudy
40811,Cloudy
40812,Cloudy
40813,Cloudy
40814,Cloudy
40815,Cloudy
40816,Cloudy
40817,Cloudy
40818,Cloudy
40819,Cloudy
40820,Cloudy
40821,Cloudy
40822,Cloudy
40823,Cloudy
40824,Cloudy
40825,Cloudy
40826,Cloudy
40827,Cloudy
40828,Cloudy
40829,Cloudy
40830,Cloudy
40831,Cloudy
40832,Cloudy
40833,Cloudy
40834,Cloudy
40835,Cloudy
40836,Cloudy
40837,Cloudy
40838,Cloudy
40839,Cloudy
40840,Cloudy
40841,Cloudy
40842,Cloudy
40843,Cloudy
40844,Cloudy
40845,Cloudy
40846,Cloudy
40847,Cloudy
40848,Cloudy
40849,Cloudy
40850,Cloudy
40851,Cloudy
40852,Cloudy
40853,Cloudy
40854,Cloudy
40855,Cloudy
40856,Cloudy
40857,Cloudy
40858,Cloudy
40859,Cloudy
40860,Cloudy
40861,Cloudy
40862,Cloudy
40863,Cloudy
40864,Cloudy
40865,Cloudy
40866,Cloudy
40867,Cloudy
40868,Cloudy
40869,Cloudy
40870,Cloudy
40871,Cloudy
40872,Cloudy
40873,Cloudy
40874,Cloudy
40875,Cloudy
40876,Cloudy
40877,Cloudy
40878,Cloudy
40879,Cloudy
40880,Cloudy
40881,Cloudy
40882,Cloudy
40883,Cloudy
40884,Cloudy
40885,Cloudy
40886,Cloudy
40887,Cloudy
40888,Cloudy
40889,Cloudy
40890,Cloudy
40891,Cloudy
40892,Cloudy
40893,Cloudy
40894,Cloudy
40895,Cloudy
40896,Cloudy
40897,Cloudy
40898,Cloudy
40899,Cloudy
40900,Cloudy
40901,Cloudy
40902,Cloudy
40903,Cloudy
40904,Cloudy
40905,Cloudy
40906,Cloudy
40907,Cloudy
40908,Cloudy
40909,Cloudy
40910,Cloudy
40911,Cloudy
40912,Cloudy
40913,Cloudy
40914,Cloudy
40915,Cloudy
40916,Cloudy
40917,Cloudy
40918,Cloudy
40919,Cloudy
40920,Cloudy
40921,Cloudy
40922,Cloudy
40923,Cloudy
40924,Cloudy
40925,Cloudy
40926,Cloudy
40927,Cloudy
40928,Cloudy
40929,Cloudy
40930,Cloudy
40931,Cloudy
40932,Cloudy
40933,Cloudy
40934,Cloudy
40935,Cloudy
40936,Cloudy
40937,Cloudy
40938,Cloudy
40939,Cloudy
40940,Cloudy
40941,Cloudy
40942,Cloudy
40943,Cloudy
40944,Cloudy
40945,Cloudy
40946,Cloudy
40947,Cloudy
40948,Cloudy
40949,Cloudy
40950,Cloudy
40951,Cloudy
40952,Cloudy
40953,Cloudy
40954,Cloudy
40955,Cloudy
40956,Cloudy
40957,Cloudy
40958,Cloudy
40959,Cloudy
40960,Cloudy
40961,Cloudy
40962,Cloudy
40963,Cloudy
40964,Cloudy
40965,Cloudy
40966,Cloudy
40967,Cloudy
40968,Cloudy
40969,Cloudy
40970,Cloudy
40971,Cloudy
40972,Cloudy
40973,Cloudy
40974,Cloudy
40975,Cloudy
40976,Cloudy
40977,Cloudy
40978,Cloudy
40979,Cloudy
40980,Cloudy
40981,Cloudy
40982,Cloudy
40983,Cloudy
40984,Cloudy
40985,Cloudy
40986,Cloudy
40987,Cloudy
40988,Cloudy
40989,Cloudy
40990,Cloudy
40991,Cloudy
40992,Cloudy
40993,Cloudy
40994,Cloudy
40995,Cloudy
40996,Cloudy
40997,Cloudy
40998,Cloudy
40999,Cloudy
41000,Cloudy
41001,Cloudy
41002,Cloudy
41003,Cloudy
41004,Cloudy
41005,Cloudy
41006,Cloudy
41007,Cloudy
41008,Cloudy
41009,Cloudy
41010,Cloudy
41011,Cloudy
41012,Cloudy
41013,Cloudy
41014,Cloudy
41015,Cloudy
41016,Cloudy
41017,Cloudy
41018,Cloudy
41019,Cloudy
41020,Cloudy
41021,Cloudy
41022,Cloudy
41023,Cloudy
41024,Cloudy
41025,Cloudy
41026,Cloudy
41027,Cloudy
41028,Cloudy
41029,Cloudy
41030,Cloudy
41031,Cloudy
41032,Cloudy
41033,Cloudy
41034,Cloudy
41035,Cloudy
41036,Cloudy
41037,Cloudy
41038,Cloudy
41039,Cloudy
41040,Cloudy
41041,Cloudy
41042,Cloudy
41043,Cloudy
